Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season
SpiceJet,2019-05-01,Banglore,Delhi,BLR → DEL,21:10,00:05 02 May,2h 55m,non-stop,No info,4991,Economy,1,1 Stop(s),2019-04-11,20,1,1
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,23:00,19:15 22 Mar,20h 15m,1 stop,No info,6745,Business,2,2 Stop(s),2019-02-28,21,1,1
Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 16 Jun,20h 10m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-24,22,0,0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 28 Mar,10h 55m,1 stop,In-flight meal not included,6540,Business,2,2 Stop(s),2019-03-04,23,0,1
SpiceJet,2019-04-06,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-03-13,24,1,1
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 May,21h 10m,1 stop,No info,15554,First Class,2,2 Stop(s),2019-04-14,25,0,0
IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-05-01,26,0,0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,23:05,19:45 28 Mar,20h 40m,1 stop,In-flight meal not included,7438,Business,2,2 Stop(s),2019-02-28,27,0,1
Air Asia,2019-05-03,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,6181,Business,1,1 Stop(s),2019-04-05,28,0,0
Multiple carriers,2019-05-01,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 02 May,6h 30m,1 stop,No info,9424,Business,2,2 Stop(s),2019-04-02,29,1,1
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → BHO → DEL,17:25,23:25 13 Mar,30h,2 stops,No info,12725,Business,3,3 Stop(s),2019-02-10,30,0,1
Air India,2019-03-15,Banglore,New Delhi,BLR → HYD → DEL,08:15,21:25,13h 10m,1 stop,No info,6046,Business,2,2 Stop(s),2019-02-12,31,0,1
SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,21:10,00:05 16 Jun,2h 55m,non-stop,No info,3971,Economy,1,1 Stop(s),2019-05-14,32,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 07 Jun,18h,1 stop,No info,12692,Business,2,2 Stop(s),2019-05-04,33,0,0
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,No info,7451,Business,2,2 Stop(s),2019-01-31,34,0,1
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,22:55,07:40 13 Mar,8h 45m,1 stop,No info,13817,Business,2,2 Stop(s),2019-02-05,35,0,1
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12h 30m,1 stop,In-flight meal not included,10703,Business,2,2 Stop(s),2019-03-31,36,0,0
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:45 13 Mar,13h 20m,1 stop,No info,13817,Business,2,2 Stop(s),2019-02-03,37,0,1
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,22:55,05:05 13 Mar,6h 10m,1 stop,No info,27210,First Class,2,2 Stop(s),2019-02-05,38,0,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 19 May,7h 30m,1 stop,No info,13941,Business,2,2 Stop(s),2019-04-09,39,1,1
Air India,2019-03-01,Banglore,New Delhi,BLR → HYD → DEL,17:00,12:15 02 Mar,19h 15m,1 stop,No info,10246,Business,2,2 Stop(s),2019-01-20,40,1,1
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-03-26,41,0,0
Air Asia,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,22:40,10:40 07 Jun,12h,1 stop,No info,6810,Business,2,2 Stop(s),2019-04-25,42,0,0
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,In-flight meal not included,5198,Business,1,1 Stop(s),2019-03-19,43,1,1
Vistara,2019-05-03,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5613,Business,1,1 Stop(s),2019-03-20,44,0,0
IndiGo,2019-03-03,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,4784,Economy,1,1 Stop(s),2019-01-17,45,0,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:45,18:50 22 Mar,23h 5m,1 stop,In-flight meal not included,5406,Business,2,2 Stop(s),2019-02-03,46,1,1
Air India,2019-04-27,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228,Business,1,1 Stop(s),2019-03-11,47,0,1
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 28 May,22h 5m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-04-09,48,0,0
Air India,2019-06-15,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,Economy,1,1 Stop(s),2019-04-27,49,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1 stop,No info,14781,Business,2,2 Stop(s),2019-04-01,50,0,0
Vistara,2019-04-21,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403,Business,1,1 Stop(s),2019-03-01,51,1,1
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,9899,Business,2,2 Stop(s),2019-04-21,52,0,0
Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 22 May,8h 55m,2 stops,In-flight meal not included,13029,Business,3,3 Stop(s),2019-03-29,53,0,0
Vistara,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 19 May,17h 45m,1 stop,No info,9187,Business,2,2 Stop(s),2019-03-25,54,1,1
IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823,Economy,1,1 Stop(s),2019-03-30,55,0,0
Air India,2019-03-27,Delhi,Cochin,DEL → HYD → BOM → COK,21:30,19:15 28 Mar,21h 45m,2 stops,No info,8665,Business,3,3 Stop(s),2019-01-30,56,0,1
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:25,21:00,12h 35m,1 stop,No info,14871,Business,2,2 Stop(s),2019-01-08,57,0,1
IndiGo,2019-06-21,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049,Economy,1,1 Stop(s),2019-04-24,58,1,1
Air India,2019-06-12,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,Economy,1,1 Stop(s),2019-04-14,59,0,0
IndiGo,2019-04-09,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3h 55m,1 stop,No info,4226,Economy,2,2 Stop(s),2019-03-30,10,0,1
Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,7591,Business,1,1 Stop(s),2019-02-20,11,0,1
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,05:45,13:15,7h 30m,1 stop,No info,19225,First Class,2,2 Stop(s),2019-02-22,12,0,1
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,19:15,12:35 28 May,17h 20m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-05-14,13,0,0
IndiGo,2019-06-09,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-05-26,14,0,0
SpiceJet,2019-05-03,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,Economy,1,1 Stop(s),2019-04-18,15,0,0
Air India,2019-03-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23:15 25 Mar,30h 30m,2 stops,No info,12835,Business,3,3 Stop(s),2019-03-08,16,0,1
Jet Airways Business,2019-03-01,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:45,5h,1 stop,No info,52229,First Class,2,2 Stop(s),2019-02-12,17,1,1
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,No info,14533,Business,2,2 Stop(s),2019-04-27,18,0,0
Vistara,2019-06-24,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,4668,Economy,1,1 Stop(s),2019-06-05,19,0,0
Jet Airways,2019-04-09,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 10 Apr,19h 5m,1 stop,No info,11822,Business,2,2 Stop(s),2019-03-20,20,0,1
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 28 Mar,6h 35m,1 stop,In-flight meal not included,6017,Business,2,2 Stop(s),2019-03-06,21,0,1
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-18,22,0,0
SpiceJet,2019-06-09,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,No info,3597,Economy,1,1 Stop(s),2019-05-17,23,0,0
Air Asia,2019-04-24,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-03-31,24,0,1
Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,11642,Business,3,3 Stop(s),2019-04-23,25,1,1
Vistara,2019-04-27,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,non-stop,No info,5403,Business,1,1 Stop(s),2019-04-01,26,0,1
Air India,2019-03-03,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 04 Mar,26h 35m,2 stops,No info,14221,Business,3,3 Stop(s),2019-02-04,27,0,1
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 19 May,12h 55m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-04-20,28,1,1
IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049,Economy,1,1 Stop(s),2019-05-14,29,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 04 Jun,8h 40m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-04,30,0,0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7888,Business,2,2 Stop(s),2019-04-20,31,0,0
Air India,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 22 Mar,23h 30m,2 stops,No info,8236,Business,3,3 Stop(s),2019-02-17,32,1,1
Air India,2019-06-06,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 07 Jun,29h 55m,2 stops,No info,12961,Business,3,3 Stop(s),2019-05-04,33,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40 10 May,22h 10m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-04-05,34,0,0
IndiGo,2019-05-18,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5279,Business,2,2 Stop(s),2019-04-13,35,1,1
GoAir,2019-06-18,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,3419,Economy,1,1 Stop(s),2019-05-13,36,0,0
Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13292,Business,3,3 Stop(s),2019-05-09,37,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 16 May,13h 20m,1 stop,No info,13067,Business,2,2 Stop(s),2019-04-07,38,0,0
IndiGo,2019-05-03,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597,Economy,1,1 Stop(s),2019-03-25,39,0,0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11h 55m,1 stop,No info,15554,First Class,2,2 Stop(s),2019-04-08,40,1,1
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6027,Business,2,2 Stop(s),2019-04-04,41,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,11h 45m,1 stop,No info,14781,Business,2,2 Stop(s),2019-03-28,42,0,0
Jet Airways,2019-06-01,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 02 Jun,13h 50m,2 stops,No info,13376,Business,3,3 Stop(s),2019-04-19,43,0,0
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,21:15,00:15 28 May,3h,non-stop,No info,3943,Economy,1,1 Stop(s),2019-04-13,44,0,0
GoAir,2019-06-12,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6h 10m,1 stop,No info,5842,Business,2,2 Stop(s),2019-04-28,45,0,0
IndiGo,2019-03-15,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326,Economy,1,1 Stop(s),2019-01-28,46,0,1
Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,8937,Business,2,2 Stop(s),2019-04-15,47,0,0
Air India,2019-03-21,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,3670,Economy,1,1 Stop(s),2019-02-01,48,1,1
IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823,Economy,1,1 Stop(s),2019-04-30,49,0,0
Jet Airways,2019-04-03,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2071,Economy,1,1 Stop(s),2019-02-12,50,0,1
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7h 35m,1 stop,In-flight meal not included,6093,Business,2,2 Stop(s),2019-05-07,51,0,0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:55 25 Mar,26h 35m,1 stop,No info,11682,Business,2,2 Stop(s),2019-01-31,52,0,1
IndiGo,2019-03-03,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1 stop,No info,7774,Business,2,2 Stop(s),2019-01-09,53,0,1
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 13 May,21h 25m,1 stop,No info,13067,Business,2,2 Stop(s),2019-03-19,54,1,1
IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7514,Business,2,2 Stop(s),2019-04-02,55,0,0
Multiple carriers,2019-04-09,Delhi,Cochin,DEL → BOM → COK,17:00,01:30 10 Apr,8h 30m,1 stop,No info,6838,Business,2,2 Stop(s),2019-02-12,56,0,1
IndiGo,2019-03-18,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,3858,Economy,1,1 Stop(s),2019-01-20,57,0,1
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 16 Jun,12h 40m,1 stop,No info,6795,Business,2,2 Stop(s),2019-04-18,58,0,0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,04:25 28 May,8h 25m,2 stops,No info,16263,First Class,3,3 Stop(s),2019-03-29,59,0,0
Air India,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 10 May,25h 40m,1 stop,No info,8576,Business,2,2 Stop(s),2019-04-29,10,0,0
Air India,2019-05-06,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228,Business,1,1 Stop(s),2019-04-25,11,0,0
Jet Airways,2019-05-01,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 03 May,29h 20m,2 stops,No info,16704,First Class,3,3 Stop(s),2019-04-19,12,1,1
IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,20:25,23:05,2h 40m,non-stop,No info,8872,Business,1,1 Stop(s),2019-03-11,13,0,1
GoAir,2019-05-03,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,No info,3898,Economy,1,1 Stop(s),2019-04-19,14,0,0
SpiceJet,2019-03-21,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3332,Economy,1,1 Stop(s),2019-03-06,15,1,1
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608,Business,2,2 Stop(s),2019-05-05,16,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 10 May,20h 15m,1 stop,No info,13941,Business,2,2 Stop(s),2019-04-22,17,0,0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9100,Business,2,2 Stop(s),2019-03-03,18,1,1
Vistara,2019-06-15,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,Economy,1,1 Stop(s),2019-05-27,19,0,0
IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,6416,Business,2,2 Stop(s),2019-05-12,20,0,0
SpiceJet,2019-05-12,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2017,Economy,1,1 Stop(s),2019-04-21,21,1,1
Jet Airways,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45 28 Mar,24h 35m,2 stops,No info,10976,Business,3,3 Stop(s),2019-03-05,22,0,1
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,19:45,16:20 25 Mar,20h 35m,1 stop,In-flight meal not included,10031,Business,2,2 Stop(s),2019-03-01,23,0,1
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4462,Economy,1,1 Stop(s),2019-02-22,24,0,1
IndiGo,2019-04-01,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5073,Business,2,2 Stop(s),2019-03-07,25,0,1
IndiGo,2019-03-27,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,4326,Economy,1,1 Stop(s),2019-03-01,26,0,1
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,10161,Business,2,2 Stop(s),2019-02-22,27,1,1
IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175,Economy,1,1 Stop(s),2019-05-15,28,0,0
Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,20:20,09:10 25 Mar,12h 50m,1 stop,No info,12312,Business,2,2 Stop(s),2019-02-23,29,0,1
Jet Airways,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,18:50 22 Mar,24h 30m,2 stops,No info,12604,Business,3,3 Stop(s),2019-02-19,30,1,1
Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,10877,Business,2,2 Stop(s),2019-05-15,31,0,0
IndiGo,2019-05-18,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226,Economy,2,2 Stop(s),2019-04-16,32,1,1
Jet Airways,2019-04-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,In-flight meal not included,5406,Business,2,2 Stop(s),2019-03-04,33,1,1
IndiGo,2019-05-15,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,8618,Business,2,2 Stop(s),2019-04-11,34,0,0
IndiGo,2019-04-18,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4174,Economy,1,1 Stop(s),2019-03-14,35,1,1
GoAir,2019-06-01,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1 stop,No info,10651,Business,2,2 Stop(s),2019-04-26,36,0,0
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 22 Mar,10h 10m,1 stop,In-flight meal not included,5963,Business,2,2 Stop(s),2019-02-12,37,1,1
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 13 Jun,26h 55m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-05,38,0,0
IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → GOI → HYD,15:45,23:00,7h 15m,1 stop,No info,7681,Business,2,2 Stop(s),2019-01-26,39,0,1
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7485,Business,2,2 Stop(s),2019-04-11,40,0,0
Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,Economy,1,1 Stop(s),2019-02-21,41,0,1
SpiceJet,2019-04-15,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5h 15m,1 stop,No info,4649,Economy,2,2 Stop(s),2019-03-04,42,0,1
Vistara,2019-05-12,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,Business,1,1 Stop(s),2019-03-30,43,1,1
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-05-11,44,0,0
IndiGo,2019-05-09,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069,Business,2,2 Stop(s),2019-03-25,45,0,0
SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,22:20,00:40 02 Jun,2h 20m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-04-16,46,0,0
SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,22:20,00:40 28 Apr,2h 20m,non-stop,No info,3873,Economy,1,1 Stop(s),2019-03-11,47,0,1
Air India,2019-05-27,Delhi,Cochin,DEL → BLR → COK,09:45,23:00,13h 15m,1 stop,No info,8907,Business,2,2 Stop(s),2019-04-09,48,0,0
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 10 Jun,19h 10m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-21,49,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:50 16 May,22h 40m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-03-26,50,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 07 May,14h 50m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-16,51,0,0
Jet Airways,2019-06-01,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 02 Jun,15h 10m,2 stops,No info,13292,Business,3,3 Stop(s),2019-04-10,52,0,0
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,No info,14441,Business,3,3 Stop(s),2019-04-20,53,0,0
Jet Airways,2019-06-09,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050,Economy,1,1 Stop(s),2019-04-16,54,0,0
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,21:20,00:15 10 Mar,2h 55m,non-stop,No info,6144,Business,1,1 Stop(s),2019-01-13,55,0,1
IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1 stop,No info,14871,Business,2,2 Stop(s),2019-01-09,56,0,1
Air Asia,2019-04-18,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,4483,Economy,1,1 Stop(s),2019-02-20,57,1,1
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 16 May,14h 55m,1 stop,No info,6979,Business,2,2 Stop(s),2019-03-18,58,0,0
Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040,Business,1,1 Stop(s),2019-04-29,59,0,0
IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 02 Jun,16h 15m,1 stop,No info,7048,Business,2,2 Stop(s),2019-05-22,10,0,0
SpiceJet,2019-06-27,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3573,Economy,1,1 Stop(s),2019-06-16,11,0,0
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,5054,Business,2,2 Stop(s),2019-05-15,12,0,0
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,21:00,19:15 02 Jun,22h 15m,1 stop,No info,8582,Business,2,2 Stop(s),2019-05-19,13,0,0
Air Asia,2019-06-09,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,8759,Business,2,2 Stop(s),2019-05-26,14,0,0
IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442,Business,2,2 Stop(s),2019-04-12,15,0,1
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,No info,8879,Business,2,2 Stop(s),2019-05-02,16,1,1
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,21:10,18:10 25 Mar,21h,1 stop,In-flight meal not included,10031,Business,2,2 Stop(s),2019-03-07,17,0,1
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-16,18,0,0
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-06-05,19,0,0
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45,11:30,6h 45m,1 stop,No info,14871,Business,2,2 Stop(s),2019-02-11,20,0,1
Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-05-28,21,0,0
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,In-flight meal not included,10791,Business,2,2 Stop(s),2019-06-02,22,0,0
SpiceJet,2019-06-03,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No info,2753,Economy,1,1 Stop(s),2019-05-11,23,0,0
IndiGo,2019-04-09,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,4423,Economy,1,1 Stop(s),2019-03-16,24,0,1
