"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Jet Airways","2019-03-06 00:00:00","Mumbai","Hyderabad","BOM → BDQ → DEL → HYD","13:05","16:50 07 Mar","27h 45m","2 stops","No info","21375","Economy","3","3 Stop(s)","2019-01-12 00:00:00","53","0","1","75866.847592587"
"Vistara","2019-06-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","07:10","23:25","16h 15m","1 stop","No info","8610","Economy","2","2 Stop(s)","2019-04-21 00:00:00","46","0","0","73413.761358529"
"IndiGo","2019-06-15 00:00:00","Kolkata","Banglore","CCU → BLR","17:15","19:50","2h 35m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-05-10 00:00:00","36","0","0","68702.328216313"
"Air India","2019-06-01 00:00:00","Delhi","Cochin","DEL → CCU → BOM → COK","14:25","19:15 02 Jun","28h 50m","2 stops","No info","13591","Economy","3","3 Stop(s)","2019-04-24 00:00:00","38","0","0","68923.108525654"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","06:30","16:20","9h 50m","1 stop","No info","14781","Economy","2","2 Stop(s)","2019-03-21 00:00:00","46","0","0","63561.831568627"
"Jet Airways","2019-03-15 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","08:00","13:15","5h 15m","1 stop","In-flight meal not included","9134","Business","2","2 Stop(s)","2019-01-28 00:00:00","46","0","1","88340.067511488"
"Air India","2019-06-09 00:00:00","Delhi","Cochin","DEL → NAG → BOM → COK","05:55","07:40 10 Jun","25h 45m","2 stops","No info","10493","First Class","3","3 Stop(s)","2019-06-06 00:00:00","3","0","0","84219.56876175"
"Jet Airways","2019-03-24 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","11:40","09:00 19 Mar","21h 20m","1 stop","In-flight meal not included","8147","First Class","2","2 Stop(s)","2019-02-18 00:00:00","34","0","1","69462.850527726"
"SpiceJet","2019-06-21 00:00:00","Kolkata","Banglore","CCU → BLR","22:20","00:40 22 Jun","2h 20m","non-stop","No info","3873","Business","1","1 Stop(s)","2019-05-08 00:00:00","44","1","1","69047.244500236"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","12:00 10 Jun","17h 5m","1 stop","No info","14571","Economy","2","2 Stop(s)","2019-05-15 00:00:00","25","0","0","77098.947321038"
"Air India","2019-03-03 00:00:00","Banglore","New Delhi","BLR → VGA → HYD → DEL","10:30","21:25","10h 55m","2 stops","No info","11003","First Class","3","3 Stop(s)","2019-01-04 00:00:00","58","0","1","76346.495489907"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:15","04:25 04 Jun","9h 10m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-05-06 00:00:00","28","0","0","78191.796423838"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","02:15","18:50","16h 35m","1 stop","No info","12719","Economy","2","2 Stop(s)","2019-03-07 00:00:00","14","1","1","71061.755119829"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:55","19:00 25 Jun","22h 5m","1 stop","In-flight meal not included","10262","Economy","2","2 Stop(s)","2019-05-04 00:00:00","51","0","0","79319.705976889"
"Air India","2019-06-21 00:00:00","Banglore","Delhi","BLR → DEL","17:00","19:45","2h 45m","non-stop","No info","7171","Business","1","1 Stop(s)","2019-05-14 00:00:00","38","1","1","68948.469778681"
"SpiceJet","2019-04-27 00:00:00","Banglore","Delhi","BLR → DEL","05:55","08:35","2h 40m","non-stop","No info","4423","First Class","1","1 Stop(s)","2019-03-05 00:00:00","53","0","1","64145.488540458"
"Multiple carriers","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:25","01:35 10 Mar","8h 10m","1 stop","In-flight meal not included","12616","Business","2","2 Stop(s)","2019-01-28 00:00:00","40","0","1","88340.067511488"
"Air India","2019-06-01 00:00:00","Delhi","Cochin","DEL → HYD → BOM → COK","17:15","19:15 02 Jun","26h","2 stops","No info","12970","First Class","3","3 Stop(s)","2019-05-20 00:00:00","12","0","0","72942.553063019"
"Jet Airways","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","10:05 25 Mar","12h 55m","1 stop","No info","14914","First Class","2","2 Stop(s)","2019-03-05 00:00:00","19","0","1","64145.488540458"
"Jet Airways","2019-05-06 00:00:00","Mumbai","Hyderabad","BOM → HYD","02:55","04:20","1h 25m","non-stop","In-flight meal not included","3210","Economy","1","1 Stop(s)","2019-04-10 00:00:00","26","0","0","60140.864285776"
"GoAir","2019-04-21 00:00:00","Banglore","Delhi","BLR → DEL","07:45","10:40","2h 55m","non-stop","No info","4632","Business","1","1 Stop(s)","2019-02-23 00:00:00","57","1","1","63061.344322441"
"Jet Airways","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:30","04:25 10 May","10h 55m","1 stop","In-flight meal not included","12373","Economy","2","2 Stop(s)","2019-04-13 00:00:00","26","0","0","82055.820663678"
"IndiGo","2019-06-15 00:00:00","Kolkata","Banglore","CCU → BLR","14:25","16:55","2h 30m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-05-30 00:00:00","16","0","0","89965.410197036"
"Multiple carriers","2019-03-03 00:00:00","Delhi","Cochin","DEL → GWL → IDR → BOM → COK","11:35","21:00","9h 25m","3 stops","No info","21829","First Class","4","4 Stop(s)","2019-02-01 00:00:00","30","0","1","83227.010683026"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","21:00","13h","1 stop","No info","13587","First Class","2","2 Stop(s)","2019-05-27 00:00:00","5","0","0","63006.806619369"
"Jet Airways","2019-06-27 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","23:05","04:25 29 Jun","29h 20m","2 stops","No info","12819","Economy","3","3 Stop(s)","2019-06-20 00:00:00","7","0","0","75631.098186124"
"Air Asia","2019-03-27 00:00:00","Delhi","Cochin","DEL → BLR → COK","20:10","07:10 28 Mar","11h","1 stop","No info","6151","First Class","2","2 Stop(s)","2019-03-24 00:00:00","3","0","1","61924.424890464"
"Jet Airways","2019-06-01 00:00:00","Banglore","Delhi","BLR → DEL","15:15","18:10","2h 55m","non-stop","No info","8016","First Class","1","1 Stop(s)","2019-05-28 00:00:00","4","0","0","87584.47841234"
"Multiple carriers","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:30","18:50","11h 20m","1 stop","No info","15135","First Class","2","2 Stop(s)","2019-01-19 00:00:00","46","0","1","83344.702528496"
"IndiGo","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:10","01:30 22 May","8h 20m","1 stop","No info","6794","Business","2","2 Stop(s)","2019-04-11 00:00:00","40","0","0","80334.496103887"
"Vistara","2019-05-15 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","20:20 16 May","27h 20m","1 stop","No info","8610","Business","2","2 Stop(s)","2019-04-07 00:00:00","38","0","0","77595.388044302"
"Air India","2019-05-18 00:00:00","Kolkata","Banglore","CCU → IXR → DEL → BLR","05:50","12:30 19 May","30h 40m","2 stops","No info","12723","First Class","3","3 Stop(s)","2019-04-25 00:00:00","23","1","1","84413.934591074"
"Air India","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BBI → BLR","12:00","13:15 07 Jun","25h 15m","1 stop","No info","7662","Business","2","2 Stop(s)","2019-04-25 00:00:00","42","0","0","84413.934591074"
"Multiple carriers","2019-03-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:00","01:35 10 Mar","8h 35m","1 stop","No info","14343","Business","2","2 Stop(s)","2019-03-07 00:00:00","2","0","1","71061.755119829"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:20","01:30 02 Jun","15h 10m","1 stop","No info","6795","Business","2","2 Stop(s)","2019-05-20 00:00:00","12","0","0","72942.553063019"
"SpiceJet","2019-05-09 00:00:00","Kolkata","Banglore","CCU → BLR","22:20","00:40 10 May","2h 20m","non-stop","No info","3873","Business","1","1 Stop(s)","2019-04-24 00:00:00","15","0","0","68923.108525654"
"IndiGo","2019-06-12 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:05","20:35","1h 30m","non-stop","No info","2754","First Class","1","1 Stop(s)","2019-05-31 00:00:00","12","0","0","64483.44913974"
"Air India","2019-03-06 00:00:00","Mumbai","Hyderabad","BOM → CCU → HYD","06:10","21:15","15h 5m","1 stop","No info","16666","Business","2","2 Stop(s)","2019-02-22 00:00:00","12","0","1","89651.215141777"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","04:55","12:35","7h 40m","1 stop","No info","11098","First Class","2","2 Stop(s)","2019-04-04 00:00:00","58","0","0","81489.816123557"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","22:05 10 Jun","29h 5m","1 stop","In-flight meal not included","10539","Business","2","2 Stop(s)","2019-05-27 00:00:00","13","0","0","63006.806619369"
"Air India","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:00","19:15","12h 15m","1 stop","No info","9929","First Class","2","2 Stop(s)","2019-04-13 00:00:00","44","0","0","82055.820663678"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","16:20 13 May","23h 50m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-03-22 00:00:00","51","1","1","69539.495381819"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","14:25 07 Jun","28h 50m","1 stop","No info","12692","Business","2","2 Stop(s)","2019-05-16 00:00:00","21","0","0","77726.182837445"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:50","04:25 22 Mar","7h 35m","1 stop","In-flight meal not included","9212","First Class","2","2 Stop(s)","2019-02-26 00:00:00","23","1","1","79593.249763962"
"Multiple carriers","2019-05-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","15:00","01:30 16 May","10h 30m","1 stop","No info","13727","First Class","2","2 Stop(s)","2019-04-18 00:00:00","27","0","0","77167.557173726"
"Air Asia","2019-06-15 00:00:00","Banglore","Delhi","BLR → DEL","04:55","07:45","2h 50m","non-stop","No info","4282","Economy","1","1 Stop(s)","2019-04-28 00:00:00","48","0","0","77438.186179076"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","18:55","16:20 25 May","21h 25m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-03-28 00:00:00","57","0","0","75697.441604001"
"Air India","2019-06-27 00:00:00","Delhi","Cochin","DEL → MAA → COK","17:20","09:25 28 Jun","16h 5m","1 stop","No info","7480","First Class","2","2 Stop(s)","2019-06-22 00:00:00","5","0","0","65999.895746892"
"IndiGo","2019-05-01 00:00:00","Banglore","Delhi","BLR → DEL","16:55","19:55","3h","non-stop","No info","4823","First Class","1","1 Stop(s)","2019-04-25 00:00:00","6","1","1","84413.934591074"
"Jet Airways","2019-05-18 00:00:00","Delhi","Cochin","DEL → BOM → COK","22:50","12:35 19 May","13h 45m","1 stop","In-flight meal not included","12373","First Class","2","2 Stop(s)","2019-04-01 00:00:00","47","1","1","69557.06857354"
"Multiple carriers","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:40","21:00","9h 20m","1 stop","No info","7215","Business","2","2 Stop(s)","2019-02-09 00:00:00","40","1","1","80454.608973105"
"Air India","2019-05-09 00:00:00","Delhi","Cochin","DEL → MAA → COK","06:05","09:25 10 May","27h 20m","1 stop","No info","7480","Economy","2","2 Stop(s)","2019-03-22 00:00:00","48","0","0","69539.495381819"
"Multiple carriers","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","21:00","12h","1 stop","No info","8143","Business","2","2 Stop(s)","2019-05-15 00:00:00","40","0","0","77098.947321038"
"IndiGo","2019-05-03 00:00:00","Banglore","Delhi","BLR → DEL","18:25","21:20","2h 55m","non-stop","No info","4823","Business","1","1 Stop(s)","2019-03-11 00:00:00","53","0","0","62882.952236819"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","08:15 07 Jun","12h 15m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-06-01 00:00:00","5","0","0","86043.781721046"
"SpiceJet","2019-04-12 00:00:00","Banglore","Delhi","BLR → DEL","21:10","00:05 13 Apr","2h 55m","non-stop","No info","5621","Economy","1","1 Stop(s)","2019-02-15 00:00:00","56","0","1","80119.136088545"
"Vistara","2019-05-18 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:20","20:20 19 May","24h","1 stop","No info","9555","Business","2","2 Stop(s)","2019-04-24 00:00:00","24","1","1","68923.108525654"
"IndiGo","2019-03-21 00:00:00","Banglore","New Delhi","BLR → DEL","01:30","04:15","2h 45m","non-stop","No info","4777","Economy","1","1 Stop(s)","2019-03-06 00:00:00","15","1","1","65897.470850402"
"SpiceJet","2019-03-03 00:00:00","Banglore","New Delhi","BLR → DEL","09:35","12:30","2h 55m","non-stop","No info","7648","Economy","1","1 Stop(s)","2019-01-18 00:00:00","44","0","1","84978.595366438"
"IndiGo","2019-04-01 00:00:00","Kolkata","Banglore","CCU → PAT → BLR","09:20","14:15","4h 55m","1 stop","No info","10308","Economy","2","2 Stop(s)","2019-03-30 00:00:00","2","0","1","77278.394866685"
"Jet Airways","2019-05-24 00:00:00","Delhi","Cochin","DEL → JDH → BOM → COK","11:40","19:00","7h 20m","2 stops","No info","21219","First Class","3","3 Stop(s)","2019-05-08 00:00:00","16","0","0","69047.244500236"
"IndiGo","2019-05-06 00:00:00","Kolkata","Banglore","CCU → PAT → BLR","09:20","14:15","4h 55m","1 stop","No info","11319","Business","2","2 Stop(s)","2019-03-17 00:00:00","50","0","0","61175.63376763"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","20:45 16 May","23h 35m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-04-21 00:00:00","24","0","0","73413.761358529"
"Multiple carriers","2019-05-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","18:15","01:30 10 May","7h 15m","1 stop","No info","15078","First Class","2","2 Stop(s)","2019-05-03 00:00:00","6","0","0","88682.509041697"
"SpiceJet","2019-05-01 00:00:00","Mumbai","Hyderabad","BOM → HYD","22:45","00:15 02 May","1h 30m","non-stop","No info","2017","Economy","1","1 Stop(s)","2019-03-28 00:00:00","34","1","1","75697.441604001"
"Air Asia","2019-06-01 00:00:00","Kolkata","Banglore","CCU → BLR","22:50","01:20 02 Jun","2h 30m","non-stop","No info","4409","Business","1","1 Stop(s)","2019-05-07 00:00:00","25","0","0","60575.79594928"
"IndiGo","2019-06-09 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:35","12:10","4h 35m","1 stop","No info","5054","Economy","2","2 Stop(s)","2019-05-20 00:00:00","20","0","0","72942.553063019"
"Air India","2019-03-15 00:00:00","Banglore","New Delhi","BLR → CCU → GAU → DEL","05:50","22:10","16h 20m","2 stops","No info","10111","First Class","3","3 Stop(s)","2019-01-15 00:00:00","59","0","1","62131.081745937"
"SpiceJet","2019-03-18 00:00:00","Banglore","New Delhi","BLR → DEL","20:30","23:20","2h 50m","non-stop","No check-in baggage included","4273","Business","1","1 Stop(s)","2019-01-27 00:00:00","50","0","1","64300.598622271"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → MAA → BOM → COK","13:55","18:50 22 Mar","28h 55m","2 stops","In-flight meal not included","8728","Business","3","3 Stop(s)","2019-01-29 00:00:00","51","1","1","75655.449652502"
"Air India","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:50","07:55 25 May","15h 5m","1 stop","No info","8576","Economy","2","2 Stop(s)","2019-04-07 00:00:00","47","0","0","77595.388044302"
"Jet Airways","2019-06-03 00:00:00","Banglore","Delhi","BLR → DEL","17:45","20:45","3h","non-stop","No info","8016","Economy","1","1 Stop(s)","2019-05-10 00:00:00","24","0","0","68702.328216313"
"Jet Airways","2019-06-09 00:00:00","Banglore","Delhi","BLR → DEL","15:15","18:10","2h 55m","non-stop","No info","8016","First Class","1","1 Stop(s)","2019-05-01 00:00:00","39","0","0","81757.628394589"
"Jet Airways","2019-05-18 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","20:25","23:35 19 May","27h 10m","1 stop","No info","14151","First Class","2","2 Stop(s)","2019-05-07 00:00:00","11","1","1","60575.79594928"
"IndiGo","2019-04-15 00:00:00","Banglore","Delhi","BLR → DEL","06:05","08:50","2h 45m","non-stop","No info","4423","First Class","1","1 Stop(s)","2019-03-24 00:00:00","22","0","1","61924.424890464"
"Jet Airways","2019-06-15 00:00:00","Mumbai","Hyderabad","BOM → HYD","07:05","08:30","1h 25m","non-stop","In-flight meal not included","4050","Economy","1","1 Stop(s)","2019-05-21 00:00:00","25","0","0","86896.397875532"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","19:50","5h 45m","1 stop","No info","14781","First Class","2","2 Stop(s)","2019-03-10 00:00:00","57","0","0","85138.347224964"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","08:15 16 May","12h 15m","1 stop","In-flight meal not included","8586","Business","2","2 Stop(s)","2019-05-14 00:00:00","1","0","0","68948.469778681"
"Air Asia","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BBI → BLR","19:55","23:30","3h 35m","1 stop","No info","5162","First Class","2","2 Stop(s)","2019-05-15 00:00:00","6","0","0","77098.947321038"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","04:40 10 Jun","7h 30m","1 stop","No info","13731","Business","2","2 Stop(s)","2019-05-14 00:00:00","26","0","0","68948.469778681"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","04:25 22 Mar","15h 25m","1 stop","In-flight meal not included","7438","Business","2","2 Stop(s)","2019-02-19 00:00:00","30","1","1","70911.323128279"
"Jet Airways","2019-05-15 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","10:55 16 May","25h 20m","1 stop","No info","14151","First Class","2","2 Stop(s)","2019-04-17 00:00:00","28","0","0","77761.257938155"
"Vistara","2019-04-12 00:00:00","Banglore","Delhi","BLR → DEL","21:00","23:50","2h 50m","non-stop","No info","5613","Economy","1","1 Stop(s)","2019-04-11 00:00:00","1","0","1","80334.496103887"
"IndiGo","2019-05-15 00:00:00","Kolkata","Banglore","CCU → HYD → BLR","15:15","20:05","4h 50m","1 stop","No info","5380","Economy","2","2 Stop(s)","2019-04-08 00:00:00","37","0","0","60603.226385625"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","04:25 22 Mar","16h 55m","1 stop","In-flight meal not included","7438","First Class","2","2 Stop(s)","2019-01-29 00:00:00","51","1","1","75655.449652502"
"Multiple carriers","2019-06-01 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:05","22:30","15h 25m","1 stop","No info","9646","First Class","2","2 Stop(s)","2019-05-28 00:00:00","4","0","0","87584.47841234"
